1	0.00213	28.15
0.9966	0.00314	28.15
0.99314	0.00414	28.15
0.98961	0.00515	28.15
0.98601	0.00617	28.15
0.98235	0.0072	28.15
0.97863	0.00822	28.15
0.97484	0.00926	28.15
0.97098	0.0103	28.15
0.96706	0.01135	28.15
0.96307	0.0124	28.15
0.95902	0.01347	28.15
0.9549	0.01454	28.15
0.95072	0.01562	28.15
0.94647	0.01672	28.15
0.94216	0.01783	28.15
0.93778	0.01895	28.15
0.93333	0.02009	28.15
0.92882	0.02125	28.15
0.92425	0.02241	28.15
0.91961	0.02359	28.15
0.9149	0.02479	28.15
0.91013	0.026	28.15
0.90529	0.02722	28.15
0.90039	0.02846	28.15
0.89542	0.02972	28.15
0.89039	0.03099	28.15
0.88529	0.03227	28.15
0.88013	0.03357	28.15
0.8749	0.03489	28.15
0.86961	0.03622	28.15
0.86425	0.03756	28.15
0.85882	0.03892	28.15
0.85333	0.04029	28.15
0.84778	0.04167	28.15
0.84216	0.04306	28.15
0.83647	0.04447	28.15
0.83072	0.04589	28.15
0.8249	0.04732	28.15
0.81902	0.04877	28.15
0.81307	0.05023	28.15
0.80706	0.0517	28.15
0.80098	0.05319	28.15
0.79484	0.05468	28.15
0.78863	0.05619	28.15
0.78235	0.05771	28.15
0.77601	0.05925	28.15
0.76961	0.06078	28.15
0.76314	0.06233	28.15
0.7566	0.06388	28.15
0.75	0.06544	28.15
0.74333	0.06701	28.15
0.73667	0.06857	28.15
0.73	0.07013	28.15
0.72333	0.07168	28.15
0.71667	0.07322	28.15
0.71	0.07475	28.15
0.70333	0.07628	28.15
0.69667	0.07779	28.15
0.69	0.0793	28.15
0.68333	0.0808	28.15
0.67667	0.08228	28.15
0.67	0.08375	28.15
0.66333	0.08522	28.15
0.65667	0.08667	28.15
0.65	0.0881	28.15
0.64333	0.08953	28.15
0.63667	0.09093	28.15
0.63	0.09233	28.15
0.62333	0.09371	28.15
0.61667	0.09507	28.15
0.61	0.09642	28.15
0.60333	0.09775	28.15
0.59667	0.09906	28.15
0.59	0.10035	28.15
0.58333	0.10163	28.15
0.57667	0.10289	28.15
0.57	0.10413	28.15
0.56333	0.10535	28.15
0.55667	0.10655	28.15
0.55	0.10773	28.15
0.54333	0.10888	28.15
0.53667	0.11001	28.15
0.53	0.11112	28.15
0.52333	0.11221	28.15
0.51667	0.11327	28.15
0.51	0.1143	28.15
0.50333	0.1153	28.15
0.49667	0.11628	28.15
0.49	0.11723	28.15
0.48333	0.11815	28.15
0.47667	0.11904	28.15
0.47	0.11991	28.15
0.46333	0.12074	28.15
0.45667	0.12154	28.15
0.45	0.1223	28.15
0.44333	0.12303	28.15
0.43667	0.12372	28.15
0.43	0.12436	28.15
0.42333	0.12497	28.15
0.41667	0.12554	28.15
0.41	0.12606	28.15
0.40333	0.12655	28.15
0.39667	0.12699	28.15
0.39	0.12738	28.15
0.38333	0.12773	28.15
0.37667	0.12803	28.15
0.37	0.12828	28.15
0.36333	0.12846	28.15
0.35667	0.12858	28.15
0.35	0.12864	28.15
0.34333	0.12862	28.15
0.33667	0.12853	28.15
0.33	0.12837	28.15
0.32333	0.12815	28.15
0.31667	0.12785	28.15
0.31	0.12749	28.15
0.30333	0.12705	28.15
0.29667	0.12656	28.15
0.29	0.126	28.15
0.28333	0.12538	28.15
0.27667	0.12469	28.15
0.27	0.12394	28.15
0.26333	0.12312	28.15
0.25667	0.12224	28.15
0.25	0.1213	28.15
0.24342	0.1203	28.15
0.23693	0.11926	28.15
0.23053	0.11817	28.15
0.22421	0.11704	28.15
0.21798	0.11586	28.15
0.21184	0.11465	28.15
0.20579	0.1134	28.15
0.19982	0.1121	28.15
0.19395	0.11078	28.15
0.18816	0.10942	28.15
0.18245	0.10803	28.15
0.17684	0.1066	28.15
0.17131	0.10515	28.15
0.16587	0.10367	28.15
0.16052	0.10217	28.15
0.15526	0.10064	28.15
0.15008	0.09909	28.15
0.14499	0.09751	28.15
0.13999	0.09591	28.15
0.13508	0.0943	28.15
0.13026	0.09266	28.15
0.12552	0.09101	28.15
0.12087	0.08934	28.15
0.11631	0.08765	28.15
0.11183	0.08595	28.15
0.10745	0.08424	28.15
0.10315	0.08251	28.15
0.09893	0.08076	28.15
0.09481	0.07902	28.15
0.09077	0.07725	28.15
0.08683	0.07549	28.15
0.08297	0.07371	28.15
0.07919	0.07192	28.15
0.07551	0.07013	28.15
0.07191	0.06834	28.15
0.0684	0.06654	28.15
0.06498	0.06474	28.15
0.06164	0.06293	28.15
0.0584	0.06113	28.15
0.05524	0.05933	28.15
0.05217	0.05753	28.15
0.04918	0.05573	28.15
0.04629	0.05393	28.15
0.04348	0.05214	28.15
0.04076	0.05035	28.15
0.03812	0.04856	28.15
0.03558	0.04679	28.15
0.03312	0.04502	28.15
0.03075	0.04326	28.15
0.02847	0.04151	28.15
0.02627	0.03976	28.15
0.02417	0.03804	28.15
0.02215	0.03632	28.15
0.02022	0.03462	28.15
0.01837	0.03293	28.15
0.01662	0.03126	28.15
0.01495	0.02961	28.15
0.01337	0.02797	28.15
0.01187	0.02635	28.15
0.01047	0.02475	28.15
0.00915	0.02317	28.15
0.00792	0.02161	28.15
0.00678	0.02007	28.15
0.00572	0.01855	28.15
0.00476	0.01706	28.15
0.00388	0.01557	28.15
0.00309	0.01409	28.15
0.00238	0.01261	28.15
0.00177	0.0111	28.15
0.00124	0.00945	28.15
0.0008	0.00766	28.15
0.00044	0.00568	28.15
0.00018	0.00363	28.15
0	0	28.15
0.00018	-0.0036	28.15
